GEOID,date,hour_range,risk_score,risk_level,risk_decile
06075980600,2025-10-25,00-03,0.44423324668397296,medium,5
06075980600,2025-10-25,03-06,1.681853734675974e-05,low,1
06075980600,2025-10-25,06-09,1.681853734675974e-05,low,1
06075980600,2025-10-25,09-12,1.681853734675974e-05,low,1
06075980600,2025-10-25,12-15,0.9995884827420374,medium,8
06075980600,2025-10-25,15-18,0.8092229544309016,medium,6
06075980600,2025-10-25,18-21,0.5586281261007633,medium,6
06075980600,2025-10-25,21-24,0.19548191935467688,low,4
06075011700,2025-10-25,00-03,0.9999704766016388,critical,10
06075011700,2025-10-25,03-06,0.9999729449213013,critical,10
06075011700,2025-10-25,06-09,0.9999701408797952,critical,10
06075011700,2025-10-25,09-12,0.9999650529059579,high,9
06075011700,2025-10-25,12-15,0.9999683810885027,high,9
06075011700,2025-10-25,15-18,0.9999693253099395,high,9
06075011700,2025-10-25,18-21,0.9999683810885027,high,9
06075011700,2025-10-25,21-24,0.9999650529059579,high,9
06075023103,2025-10-25,00-03,0.5237423384875531,medium,6
06075023103,2025-10-25,03-06,0.12760386794504594,low,4
06075023103,2025-10-25,06-09,0.9999751468664623,critical,10
06075023103,2025-10-25,09-12,0.9999726751845402,critical,10
06075023103,2025-10-25,12-15,0.9999698431878294,critical,10
06075023103,2025-10-25,15-18,0.9999694420694101,high,9
06075023103,2025-10-25,18-21,0.9999698431878294,critical,10
06075023103,2025-10-25,21-24,2.352310652712177e-05,low,3
06075022801,2025-10-25,00-03,0.9999701408797952,critical,10
06075022801,2025-10-25,03-06,0.4738338981184065,medium,5
06075022801,2025-10-25,06-09,0.9999729449213013,critical,10
06075022801,2025-10-25,09-12,0.9999704766016388,critical,10
06075022801,2025-10-25,12-15,0.9999693253099395,high,9
06075022801,2025-10-25,15-18,0.9999684911906462,high,9
06075022801,2025-10-25,18-21,0.9999693253099395,high,9
06075022801,2025-10-25,21-24,0.9992028419475524,medium,7
06075020801,2025-10-25,00-03,0.9998393647703355,medium,8
06075020801,2025-10-25,03-06,0.9990775856359616,medium,7
06075020801,2025-10-25,06-09,2.352310652712177e-05,low,3
06075020801,2025-10-25,09-12,0.9999701408797952,critical,10
06075020801,2025-10-25,12-15,0.9999704766016388,critical,10
06075020801,2025-10-25,15-18,0.9999345235028463,high,9
06075020801,2025-10-25,18-21,0.6416759580365967,medium,6
06075020801,2025-10-25,21-24,0.999960277885399,high,9
06075035102,2025-10-25,00-03,0.9993878666982055,medium,7
06075035102,2025-10-25,03-06,1.681853734675974e-05,low,1
06075035102,2025-10-25,06-09,0.2844350833241898,medium,5
06075035102,2025-10-25,09-12,1.681853734675974e-05,low,1
06075035102,2025-10-25,12-15,0.9990757660141084,medium,7
06075035102,2025-10-25,15-18,0.08051801245806434,low,4
06075035102,2025-10-25,18-21,1.681853734675974e-05,low,1
06075035102,2025-10-25,21-24,1.681853734675974e-05,low,1
06075025600,2025-10-25,00-03,1.681853734675974e-05,low,1
06075025600,2025-10-25,03-06,1.681853734675974e-05,low,1
06075025600,2025-10-25,06-09,1.681853734675974e-05,low,1
06075025600,2025-10-25,09-12,0.99958249611093,medium,8
06075025600,2025-10-25,12-15,0.9994298897100906,medium,7
06075025600,2025-10-25,15-18,0.9993344127538251,medium,7
06075025600,2025-10-25,18-21,0.9999182266102227,high,9
06075025600,2025-10-25,21-24,0.9997791212940386,medium,8
06075026001,2025-10-25,00-03,1.681853734675974e-05,low,1
06075026001,2025-10-25,03-06,1.681853734675974e-05,low,1
06075026001,2025-10-25,06-09,0.3214616643347904,medium,5
06075026001,2025-10-25,09-12,1.681853734675974e-05,low,1
06075026001,2025-10-25,12-15,0.9994951647288958,medium,7
06075026001,2025-10-25,15-18,0.9997615152726204,medium,8
06075026001,2025-10-25,18-21,0.9996355979514027,medium,8
06075026001,2025-10-25,21-24,0.4303371927435573,medium,5
06075032601,2025-10-25,00-03,1.681853734675974e-05,low,1
06075032601,2025-10-25,03-06,0.3386820406044003,medium,5
06075032601,2025-10-25,06-09,0.9989389205892413,medium,7
06075032601,2025-10-25,09-12,0.9997172065042987,medium,8
06075032601,2025-10-25,12-15,0.742234205177278,medium,6
06075032601,2025-10-25,15-18,0.9996005996298625,medium,8
06075032601,2025-10-25,18-21,1.681853734675974e-05,low,1
06075032601,2025-10-25,21-24,1.681853734675974e-05,low,1
06075012504,2025-10-25,00-03,0.46517223806412544,medium,5
06075012504,2025-10-25,03-06,0.5950193019975188,medium,6
06075012504,2025-10-25,06-09,0.9994742439851648,medium,7
06075012504,2025-10-25,09-12,0.9999726865507111,critical,10
06075012504,2025-10-25,12-15,0.2203089478424586,low,4
06075012504,2025-10-25,15-18,0.9999716028172199,critical,10
06075012504,2025-10-25,18-21,0.7647013372987698,medium,6
06075012504,2025-10-25,21-24,0.9999726751845402,critical,10
06075016700,2025-10-25,00-03,0.9994990490546293,medium,7
06075016700,2025-10-25,03-06,0.0998950490676484,low,4
06075016700,2025-10-25,06-09,1.681853734675974e-05,low,1
06075016700,2025-10-25,09-12,1.681853734675974e-05,low,1
06075016700,2025-10-25,12-15,0.37038277767020095,medium,5
06075016700,2025-10-25,15-18,0.9999580845132443,high,9
06075016700,2025-10-25,18-21,0.9999504094225927,high,9
06075016700,2025-10-25,21-24,0.9997249024914295,medium,8
06075026301,2025-10-25,00-03,0.5888643194824523,medium,6
06075026301,2025-10-25,03-06,0.10469228336313494,low,4
06075026301,2025-10-25,06-09,1.681853734675974e-05,low,1
06075026301,2025-10-25,09-12,1.681853734675974e-05,low,1
06075026301,2025-10-25,12-15,1.681853734675974e-05,low,1
06075026301,2025-10-25,15-18,0.29538825608263536,medium,5
06075026301,2025-10-25,18-21,0.9997322509160583,medium,8
06075026301,2025-10-25,21-24,1.681853734675974e-05,low,1
06075061503,2025-10-25,00-03,0.9999727051740508,critical,10
06075061503,2025-10-25,03-06,0.9922902673308336,medium,6
06075061503,2025-10-25,06-09,0.6857267376179615,medium,6
06075061503,2025-10-25,09-12,0.9999620661942028,high,9
06075061503,2025-10-25,12-15,0.9999580845132443,high,9
06075061503,2025-10-25,15-18,0.9999602613557134,high,9
06075061503,2025-10-25,18-21,2.352310652712177e-05,low,3
06075061503,2025-10-25,21-24,0.9999502966535535,high,9
06075016602,2025-10-25,00-03,0.999667404391552,medium,8
06075016602,2025-10-25,03-06,1.681853734675974e-05,low,1
06075016602,2025-10-25,06-09,1.681853734675974e-05,low,1
06075016602,2025-10-25,09-12,0.4761535197513611,medium,5
06075016602,2025-10-25,12-15,0.4602408182664574,medium,5
06075016602,2025-10-25,15-18,0.9996502802752479,medium,8
06075016602,2025-10-25,18-21,0.9996497906230211,medium,8
06075016602,2025-10-25,21-24,1.681853734675974e-05,low,1
06075020601,2025-10-25,00-03,0.9999729449213013,critical,10
06075020601,2025-10-25,03-06,0.55633503821455,medium,6
06075020601,2025-10-25,06-09,0.9998977348724536,high,9
06075020601,2025-10-25,09-12,0.9999701408797952,critical,10
06075020601,2025-10-25,12-15,0.9999704766016388,critical,10
06075020601,2025-10-25,15-18,0.9999704766016388,critical,10
06075020601,2025-10-25,18-21,0.999972215039,critical,10
06075020601,2025-10-25,21-24,0.9999701408797952,critical,10
06075016300,2025-10-25,00-03,0.6212033813628138,medium,6
06075016300,2025-10-25,03-06,1.681853734675974e-05,low,1
06075016300,2025-10-25,06-09,1.681853734675974e-05,low,1
06075016300,2025-10-25,09-12,0.9999630089160705,high,9
06075016300,2025-10-25,12-15,0.999961557208881,high,9
06075016300,2025-10-25,15-18,0.999598534639132,medium,8
06075016300,2025-10-25,18-21,0.29248963965087127,medium,5
06075016300,2025-10-25,21-24,0.9999665367537757,high,9
06075017604,2025-10-25,00-03,0.057514678199749425,low,4
06075017604,2025-10-25,03-06,0.253383926234699,medium,5
06075017604,2025-10-25,06-09,1.681853734675974e-05,low,1
06075017604,2025-10-25,09-12,0.2594595513140781,medium,5
06075017604,2025-10-25,12-15,0.9999477768838554,high,9
06075017604,2025-10-25,15-18,1.681853734675974e-05,low,1
06075017604,2025-10-25,18-21,0.9997374253101724,medium,8
06075017604,2025-10-25,21-24,0.9998926272393098,high,9
06075017700,2025-10-25,00-03,0.9999704766016388,critical,10
06075017700,2025-10-25,03-06,0.9999729449213013,critical,10
06075017700,2025-10-25,06-09,0.9999701408797952,critical,10
06075017700,2025-10-25,09-12,0.9999650529059579,high,9
06075017700,2025-10-25,12-15,0.9999690503354185,high,9
06075017700,2025-10-25,15-18,0.9999693253099395,high,9
06075017700,2025-10-25,18-21,0.9999683810885027,high,9
06075017700,2025-10-25,21-24,0.9999684911906462,high,9
06075016500,2025-10-25,00-03,0.9991629551244502,medium,7
06075016500,2025-10-25,03-06,0.9990269495144611,medium,7
06075016500,2025-10-25,06-09,0.3465481419401238,medium,5
06075016500,2025-10-25,09-12,0.9999652970655469,high,9
06075016500,2025-10-25,12-15,0.9999591751295049,high,9
06075016500,2025-10-25,15-18,0.9996437321762045,medium,8
06075016500,2025-10-25,18-21,0.9999591751295049,high,9
06075016500,2025-10-25,21-24,1.681853734675974e-05,low,1
06075017101,2025-10-25,00-03,0.9997790447600605,medium,8
06075017101,2025-10-25,03-06,1.681853734675974e-05,low,1
06075017101,2025-10-25,06-09,1.681853734675974e-05,low,1
06075017101,2025-10-25,09-12,1.681853734675974e-05,low,1
06075017101,2025-10-25,12-15,1.681853734675974e-05,low,1
06075017101,2025-10-25,15-18,0.9995885426817717,medium,8
06075017101,2025-10-25,18-21,0.3966094660855243,medium,5
06075017101,2025-10-25,21-24,0.9993931273820693,medium,7
06075016601,2025-10-25,00-03,1.681853734675974e-05,low,1
06075016601,2025-10-25,03-06,1.681853734675974e-05,low,1
06075016601,2025-10-25,06-09,0.14518178389959385,low,4
06075016601,2025-10-25,09-12,0.37926596508841504,medium,5
06075016601,2025-10-25,12-15,0.9998821592416824,high,9
06075016601,2025-10-25,15-18,0.9994990490546293,medium,7
06075016601,2025-10-25,18-21,0.6862848606577946,medium,6
06075016601,2025-10-25,21-24,0.5996753105050795,medium,6
06075025702,2025-10-25,00-03,0.9994460512829164,medium,7
06075025702,2025-10-25,03-06,0.9999107819401678,high,9
06075025702,2025-10-25,06-09,0.9999602608264366,high,9
06075025702,2025-10-25,09-12,0.9994418917577148,medium,7
06075025702,2025-10-25,12-15,0.25685269327898996,medium,5
06075025702,2025-10-25,15-18,0.9999701408797952,critical,10
06075025702,2025-10-25,18-21,0.9054322697498242,medium,6
06075025702,2025-10-25,21-24,2.352310652712177e-05,low,3
06075012406,2025-10-25,00-03,0.49152306695497305,medium,6
06075012406,2025-10-25,03-06,0.4089371361416045,medium,5
06075012406,2025-10-25,06-09,0.21166735252401037,low,4
06075012406,2025-10-25,09-12,0.9999726751845402,critical,10
06075012406,2025-10-25,12-15,0.9999698431878294,critical,10
06075012406,2025-10-25,15-18,0.9999716028172199,critical,10
06075012406,2025-10-25,18-21,0.5482428667543804,medium,6
06075012406,2025-10-25,21-24,0.9999726751845402,critical,10
06075060702,2025-10-25,00-03,1.681853734675974e-05,low,1
06075060702,2025-10-25,03-06,1.681853734675974e-05,low,1
06075060702,2025-10-25,06-09,1.681853734675974e-05,low,1
06075060702,2025-10-25,09-12,0.9999616809270289,high,9
06075060702,2025-10-25,12-15,0.9999580845132443,high,9
06075060702,2025-10-25,15-18,0.4002725622256753,medium,5
06075060702,2025-10-25,18-21,0.9106719081879565,medium,6
06075060702,2025-10-25,21-24,1.681853734675974e-05,low,1
06075011101,2025-10-25,00-03,0.9998238499106504,medium,8
06075011101,2025-10-25,03-06,0.9997141433038905,medium,8
06075011101,2025-10-25,06-09,0.9993931273820693,medium,7
06075011101,2025-10-25,09-12,0.04436333568226335,low,4
06075011101,2025-10-25,12-15,2.352310652712177e-05,low,3
06075011101,2025-10-25,15-18,0.9994749641784271,medium,7
06075011101,2025-10-25,18-21,2.352310652712177e-05,low,3
06075011101,2025-10-25,21-24,0.5167657688719975,medium,6
06075015701,2025-10-25,00-03,1.681853734675974e-05,low,1
06075015701,2025-10-25,03-06,0.11690748933470348,low,4
06075015701,2025-10-25,06-09,0.9997435958192085,medium,8
06075015701,2025-10-25,09-12,0.4888432399521694,medium,6
06075015701,2025-10-25,12-15,0.9997197935617257,medium,8
06075015701,2025-10-25,15-18,0.9996502802752479,medium,8
06075015701,2025-10-25,18-21,0.9996099717639988,medium,8
06075015701,2025-10-25,21-24,0.9994049349750908,medium,7
06075021700,2025-10-25,00-03,0.5350788460556252,medium,6
06075021700,2025-10-25,03-06,0.9939121208485726,medium,6
06075021700,2025-10-25,06-09,1.681853734675974e-05,low,1
06075021700,2025-10-25,09-12,0.9994990490546293,medium,7
06075021700,2025-10-25,12-15,1.681853734675974e-05,low,1
06075021700,2025-10-25,15-18,0.6461087108849464,medium,6
06075021700,2025-10-25,18-21,0.9997332746229274,medium,8
06075021700,2025-10-25,21-24,1.681853734675974e-05,low,1
06075012302,2025-10-25,00-03,0.9999633765151267,high,9
06075012302,2025-10-25,03-06,0.372930824587399,medium,5
06075012302,2025-10-25,06-09,0.3030750431039652,medium,5
06075012302,2025-10-25,09-12,0.9999602613557134,high,9
06075012302,2025-10-25,12-15,0.9999636593323736,high,9
06075012302,2025-10-25,15-18,0.999960277885399,high,9
06075012302,2025-10-25,18-21,0.9999664355193312,high,9
06075012302,2025-10-25,21-24,0.327419029728106,medium,5
06075017801,2025-10-25,00-03,0.9999644800894868,high,9
06075017801,2025-10-25,03-06,0.9999341699050023,high,9
06075017801,2025-10-25,06-09,0.46832443140494434,medium,5
06075017801,2025-10-25,09-12,0.9999726865507111,critical,10
06075017801,2025-10-25,12-15,0.6004945447719023,medium,6
06075017801,2025-10-25,15-18,0.9993489813494981,medium,7
06075017801,2025-10-25,18-21,0.9999698431878294,critical,10
06075017801,2025-10-25,21-24,0.9999726751845402,critical,10
06075022802,2025-10-25,00-03,1.681853734675974e-05,low,1
06075022802,2025-10-25,03-06,0.999741945153,medium,8
06075022802,2025-10-25,06-09,0.999549862966578,medium,7
06075022802,2025-10-25,09-12,0.42016721596272866,medium,5
06075022802,2025-10-25,12-15,0.17952906160050247,low,4
06075022802,2025-10-25,15-18,0.6353576515334173,medium,6
06075022802,2025-10-25,18-21,0.9994990490546293,medium,7
06075022802,2025-10-25,21-24,0.9994518868426533,medium,7
06075011102,2025-10-25,00-03,0.9999729449213013,critical,10
06075011102,2025-10-25,03-06,0.9990278732213287,medium,7
06075011102,2025-10-25,06-09,2.4653942005367983e-05,low,4
06075011102,2025-10-25,09-12,0.4679482994068848,medium,5
06075011102,2025-10-25,12-15,0.7388724277587594,medium,6
06075011102,2025-10-25,15-18,0.9999701408797952,critical,10
06075011102,2025-10-25,18-21,0.9261915100935945,medium,6
06075011102,2025-10-25,21-24,0.999971883139551,critical,10
06075016900,2025-10-25,00-03,0.9996074656089369,medium,8
06075016900,2025-10-25,03-06,2.352310652712177e-05,low,3
06075016900,2025-10-25,06-09,0.9999187079892065,high,9
06075016900,2025-10-25,09-12,0.9994698291521205,medium,7
06075016900,2025-10-25,12-15,0.9999698431878294,critical,10
06075016900,2025-10-25,15-18,0.9999698431878294,critical,10
06075016900,2025-10-25,18-21,0.31156079311199836,medium,5
06075016900,2025-10-25,21-24,0.9999726751845402,critical,10
06075010500,2025-10-25,00-03,2.4653942005367983e-05,low,4
06075010500,2025-10-25,03-06,0.6310434813348197,medium,6
06075010500,2025-10-25,06-09,0.9999729449213013,critical,10
06075010500,2025-10-25,09-12,0.9999704766016388,critical,10
06075010500,2025-10-25,12-15,0.9999693253099395,high,9
06075010500,2025-10-25,15-18,0.9999684911906462,high,9
06075010500,2025-10-25,18-21,0.9999693253099395,high,9
06075010500,2025-10-25,21-24,0.9999704766016388,critical,10
06075010402,2025-10-25,00-03,0.9996988820106987,medium,8
06075010402,2025-10-25,03-06,2.352310652712177e-05,low,3
06075010402,2025-10-25,06-09,2.352310652712177e-05,low,3
06075010402,2025-10-25,09-12,2.352310652712177e-05,low,3
06075010402,2025-10-25,12-15,0.4419314343432709,medium,5
06075010402,2025-10-25,15-18,2.352310652712177e-05,low,3
06075010402,2025-10-25,18-21,0.5810697062848041,medium,6
06075010402,2025-10-25,21-24,2.352310652712177e-05,low,3
06075061402,2025-10-25,00-03,0.27037564100360395,medium,5
06075061402,2025-10-25,03-06,1.681853734675974e-05,low,1
06075061402,2025-10-25,06-09,0.2654975982568669,medium,5
06075061402,2025-10-25,09-12,1.681853734675974e-05,low,1
06075061402,2025-10-25,12-15,0.2815004170024862,medium,5
06075061402,2025-10-25,15-18,0.9997301580887663,medium,8
06075061402,2025-10-25,18-21,0.9997534255619419,medium,8
06075061402,2025-10-25,21-24,0.999733668957411,medium,8
06075023102,2025-10-25,00-03,0.9997360575397404,medium,8
06075023102,2025-10-25,03-06,1.681853734675974e-05,low,1
06075023102,2025-10-25,06-09,0.9995709248906662,medium,8
06075023102,2025-10-25,09-12,0.9999488627303772,high,9
06075023102,2025-10-25,12-15,1.681853734675974e-05,low,1
06075023102,2025-10-25,15-18,0.999959565024768,high,9
06075023102,2025-10-25,18-21,0.44793807684562714,medium,5
06075023102,2025-10-25,21-24,0.9999564016103418,high,9
06075010101,2025-10-25,00-03,0.9996545675178955,medium,8
06075010101,2025-10-25,03-06,0.999974654065417,critical,10
06075010101,2025-10-25,06-09,0.9999729561752739,critical,10
06075010101,2025-10-25,09-12,0.9999684911906462,high,9
06075010101,2025-10-25,12-15,0.9999693253099395,high,9
06075010101,2025-10-25,15-18,0.9999693253099395,high,9
06075010101,2025-10-25,18-21,0.9999690503354185,high,9
06075010101,2025-10-25,21-24,0.9589658090640286,medium,6
06075016102,2025-10-25,00-03,1.681853734675974e-05,low,1
06075016102,2025-10-25,03-06,0.26019240053743925,medium,5
06075016102,2025-10-25,06-09,0.13180610487151803,low,4
06075016102,2025-10-25,09-12,0.10140881762810296,low,4
06075016102,2025-10-25,12-15,0.9999625598604701,high,9
06075016102,2025-10-25,15-18,0.9999688151686703,high,9
06075016102,2025-10-25,18-21,0.2769170567311922,medium,5
06075016102,2025-10-25,21-24,1.681853734675974e-05,low,1
06075017803,2025-10-25,00-03,0.9999705214285581,critical,10
06075017803,2025-10-25,03-06,2.352310652712177e-05,low,3
06075017803,2025-10-25,06-09,0.9995850375839715,medium,8
06075017803,2025-10-25,09-12,0.9999694420694101,high,9
06075017803,2025-10-25,12-15,0.9996654463014987,medium,8
06075017803,2025-10-25,15-18,0.9999662609635236,high,9
06075017803,2025-10-25,18-21,0.999966640307858,high,9
06075017803,2025-10-25,21-24,0.9999694420694101,high,9
06075026302,2025-10-25,00-03,0.9995745309907644,medium,8
06075026302,2025-10-25,03-06,1.681853734675974e-05,low,1
06075026302,2025-10-25,06-09,0.22080750805861685,low,4
06075026302,2025-10-25,09-12,1.681853734675974e-05,low,1
06075026302,2025-10-25,12-15,0.9971760854793741,medium,7
06075026302,2025-10-25,15-18,0.23252246598667337,low,5
06075026302,2025-10-25,18-21,1.681853734675974e-05,low,1
06075026302,2025-10-25,21-24,1.681853734675974e-05,low,1
06075026100,2025-10-25,00-03,0.9999739114133418,critical,10
06075026100,2025-10-25,03-06,2.352310652712177e-05,low,3
06075026100,2025-10-25,06-09,0.9997471763933107,medium,8
06075026100,2025-10-25,09-12,0.9999729561752739,critical,10
06075026100,2025-10-25,12-15,0.9997364446751297,medium,8
06075026100,2025-10-25,15-18,0.9999701408797952,critical,10
06075026100,2025-10-25,18-21,0.9999701408797952,critical,10
06075026100,2025-10-25,21-24,0.9996901539992062,medium,8
06075033204,2025-10-25,00-03,1.681853734675974e-05,low,1
06075033204,2025-10-25,03-06,1.681853734675974e-05,low,1
06075033204,2025-10-25,06-09,0.2942618730298263,medium,5
06075033204,2025-10-25,09-12,0.9996087116045765,medium,8
06075033204,2025-10-25,12-15,0.9957266018761634,medium,7
06075033204,2025-10-25,15-18,0.9993538251392915,medium,7
06075033204,2025-10-25,18-21,0.7810471527115206,medium,6
06075033204,2025-10-25,21-24,0.08124535240588879,low,4
06075025502,2025-10-25,00-03,0.9998256828414862,medium,8
06075025502,2025-10-25,03-06,1.681853734675974e-05,low,1
06075025502,2025-10-25,06-09,1.681853734675974e-05,low,1
06075025502,2025-10-25,09-12,1.681853734675974e-05,low,1
06075025502,2025-10-25,12-15,0.8046567913743295,medium,6
06075025502,2025-10-25,15-18,0.9998960100215645,high,9
06075025502,2025-10-25,18-21,0.9996497906230211,medium,8
06075025502,2025-10-25,21-24,0.9998281326743711,medium,8
06075012503,2025-10-25,00-03,0.40941419952993396,medium,5
06075012503,2025-10-25,03-06,0.999974654065417,critical,10
06075012503,2025-10-25,06-09,0.9999729449213013,critical,10
06075012503,2025-10-25,09-12,0.9999684911906462,high,9
06075012503,2025-10-25,12-15,0.9999693253099395,high,9
06075012503,2025-10-25,15-18,0.9999650529059579,high,9
06075012503,2025-10-25,18-21,0.9997193786276914,medium,8
06075012503,2025-10-25,21-24,0.757937548780804,medium,6
06075012202,2025-10-25,00-03,0.9999701408797952,critical,10
06075012202,2025-10-25,03-06,2.352310652712177e-05,low,3
06075012202,2025-10-25,06-09,0.999971883139551,critical,10
06075012202,2025-10-25,09-12,0.9999684911906462,high,9
06075012202,2025-10-25,12-15,0.9999690503354185,high,9
06075012202,2025-10-25,15-18,0.9999693253099395,high,9
06075012202,2025-10-25,18-21,0.9999690503354185,high,9
06075012202,2025-10-25,21-24,0.9999684911906462,high,9
06075061507,2025-10-25,00-03,0.999896106931936,high,9
06075061507,2025-10-25,03-06,2.352310652712177e-05,low,3
06075061507,2025-10-25,06-09,2.352310652712177e-05,low,3
06075061507,2025-10-25,09-12,2.352310652712177e-05,low,3
06075061507,2025-10-25,12-15,0.999969600167616,critical,10
06075061507,2025-10-25,15-18,0.7714449049220558,medium,6
06075061507,2025-10-25,18-21,0.9999726865507111,critical,10
06075061507,2025-10-25,21-24,0.4277062659545254,medium,5
06075015802,2025-10-25,00-03,1.681853734675974e-05,low,1
06075015802,2025-10-25,03-06,1.681853734675974e-05,low,1
06075015802,2025-10-25,06-09,0.26033930419115736,medium,5
06075015802,2025-10-25,09-12,1.681853734675974e-05,low,1
06075015802,2025-10-25,12-15,0.0897877266407228,low,4
06075015802,2025-10-25,15-18,1.681853734675974e-05,low,1
06075015802,2025-10-25,18-21,1.681853734675974e-05,low,1
06075015802,2025-10-25,21-24,1.681853734675974e-05,low,1
06075026303,2025-10-25,00-03,1.681853734675974e-05,low,1
06075026303,2025-10-25,03-06,1.681853734675974e-05,low,1
06075026303,2025-10-25,06-09,0.23145665720199624,low,5
06075026303,2025-10-25,09-12,0.9994191987446507,medium,7
06075026303,2025-10-25,12-15,1.681853734675974e-05,low,1
06075026303,2025-10-25,15-18,0.9995844729922432,medium,8
06075026303,2025-10-25,18-21,1.681853734675974e-05,low,1
06075026303,2025-10-25,21-24,0.2707637991636623,medium,5
06075025300,2025-10-25,00-03,0.9999729449213013,critical,10
06075025300,2025-10-25,03-06,0.9999412844749059,high,9
06075025300,2025-10-25,06-09,0.999196731371864,medium,7
06075025300,2025-10-25,09-12,0.9999701408797952,critical,10
06075025300,2025-10-25,12-15,0.9996901264305214,medium,8
06075025300,2025-10-25,15-18,0.9999701408797952,critical,10
06075025300,2025-10-25,18-21,0.9984701120435359,medium,7
06075025300,2025-10-25,21-24,0.9999729561752739,critical,10
06075020201,2025-10-25,00-03,0.40951705047115555,medium,5
06075020201,2025-10-25,03-06,1.681853734675974e-05,low,1
06075020201,2025-10-25,06-09,0.6777831962332239,medium,6
06075020201,2025-10-25,09-12,0.999571574429693,medium,8
06075020201,2025-10-25,12-15,0.20488467575182895,low,4
06075020201,2025-10-25,15-18,0.6195345552752367,medium,6
06075020201,2025-10-25,18-21,0.4658211681104236,medium,5
06075020201,2025-10-25,21-24,1.681853734675974e-05,low,1
06075010401,2025-10-25,00-03,2.352310652712177e-05,low,3
06075010401,2025-10-25,03-06,2.352310652712177e-05,low,3
06075010401,2025-10-25,06-09,2.352310652712177e-05,low,3
06075010401,2025-10-25,09-12,2.352310652712177e-05,low,3
06075010401,2025-10-25,12-15,2.352310652712177e-05,low,3
06075010401,2025-10-25,15-18,0.9992473116686517,medium,7
06075010401,2025-10-25,18-21,2.352310652712177e-05,low,3
06075010401,2025-10-25,21-24,0.29743725153667255,medium,5
06075011200,2025-10-25,00-03,0.1865260488726946,low,4
06075011200,2025-10-25,03-06,2.352310652712177e-05,low,3
06075011200,2025-10-25,06-09,2.352310652712177e-05,low,3
06075011200,2025-10-25,09-12,0.9994767564439982,medium,7
06075011200,2025-10-25,12-15,2.352310652712177e-05,low,3
06075011200,2025-10-25,15-18,2.352310652712177e-05,low,3
06075011200,2025-10-25,18-21,0.9996280156754388,medium,8
06075011200,2025-10-25,21-24,0.530312839521018,medium,6
06075026402,2025-10-25,00-03,0.6926686545624523,medium,6
06075026402,2025-10-25,03-06,1.681853734675974e-05,low,1
06075026402,2025-10-25,06-09,1.681853734675974e-05,low,1
06075026402,2025-10-25,09-12,1.681853734675974e-05,low,1
06075026402,2025-10-25,12-15,1.681853734675974e-05,low,1
06075026402,2025-10-25,15-18,1.681853734675974e-05,low,1
06075026402,2025-10-25,18-21,0.6299580028272483,medium,6
06075026402,2025-10-25,21-24,1.681853734675974e-05,low,1
06075031201,2025-10-25,00-03,1.681853734675974e-05,low,1
06075031201,2025-10-25,03-06,1.681853734675974e-05,low,1
06075031201,2025-10-25,06-09,0.9997375594698549,medium,8
06075031201,2025-10-25,09-12,0.9994990490546293,medium,7
06075031201,2025-10-25,12-15,1.681853734675974e-05,low,1
06075031201,2025-10-25,15-18,1.681853734675974e-05,low,1
06075031201,2025-10-25,18-21,0.9999698431878294,critical,10
06075031201,2025-10-25,21-24,0.9999746476541101,critical,10
06075031401,2025-10-25,00-03,1.681853734675974e-05,low,1
06075031401,2025-10-25,03-06,0.9946007685715313,medium,7
06075031401,2025-10-25,06-09,1.681853734675974e-05,low,1
06075031401,2025-10-25,09-12,1.681853734675974e-05,low,1
06075031401,2025-10-25,12-15,0.9987606987183821,medium,7
06075031401,2025-10-25,15-18,1.681853734675974e-05,low,1
06075031401,2025-10-25,18-21,1.681853734675974e-05,low,1
06075031401,2025-10-25,21-24,1.681853734675974e-05,low,1
06075061102,2025-10-25,00-03,0.9996412047400749,medium,8
06075061102,2025-10-25,03-06,2.352310652712177e-05,low,3
06075061102,2025-10-25,06-09,0.43773208138890823,medium,5
06075061102,2025-10-25,09-12,0.23869952549754356,medium,5
06075061102,2025-10-25,12-15,2.352310652712177e-05,low,3
06075061102,2025-10-25,15-18,2.352310652712177e-05,low,3
06075061102,2025-10-25,18-21,2.352310652712177e-05,low,3
06075061102,2025-10-25,21-24,2.352310652712177e-05,low,3
06075061401,2025-10-25,00-03,0.23408779137430982,low,5
06075061401,2025-10-25,03-06,1.681853734675974e-05,low,1
06075061401,2025-10-25,06-09,1.681853734675974e-05,low,1
06075061401,2025-10-25,09-12,1.681853734675974e-05,low,1
06075061401,2025-10-25,12-15,0.5039686758172112,medium,6
06075061401,2025-10-25,15-18,0.9999699291839564,critical,10
06075061401,2025-10-25,18-21,0.9994633668478704,medium,7
06075061401,2025-10-25,21-24,0.3047062011341513,medium,5
06075013102,2025-10-25,00-03,0.06676493783526752,low,4
06075013102,2025-10-25,03-06,2.352310652712177e-05,low,3
06075013102,2025-10-25,06-09,0.998874244699177,medium,7
06075013102,2025-10-25,09-12,2.352310652712177e-05,low,3
06075013102,2025-10-25,12-15,2.352310652712177e-05,low,3
06075013102,2025-10-25,15-18,0.999541020522649,medium,7
06075013102,2025-10-25,18-21,0.14599717101432305,low,4
06075013102,2025-10-25,21-24,0.9995713500483296,medium,8
06075025701,2025-10-25,00-03,0.9998238499106504,medium,8
