GEOID,date,hour_range,risk_score,risk_level,risk_decile,expected_count,top1_category,top1_prob,top1_expected,top2_category,top2_prob,top2_expected,top3_category,top3_prob,top3_expected
06075061200,,15-18,0.6105095804097367,medium,6,0.2987394957983193,Larceny Theft,0.05257679966899287,0.054009400370317616,Assault,0.03196789884989548,0.03249002991026919,Other Miscellaneous,0.0278746729180952,0.02827054550633813
06075061200,,18-21,0.9999629513247347,critical,9,0.4,Burglary,0.09516258196404048,0.1,Malicious Mischief,0.09516258196404048,0.1,Traffic Violation Arrest,0.09516258196404048,0.1
06075061200,,21-24,1.7192586298315802e-05,low,1,0.0,all,0.0,0.0,,0.0,0.0,,0.0,0.0
06075023400,,00-03,0.9995511641733974,medium,7,0.1,Motor Vehicle Theft,0.09516258196404048,0.1,,0.0,0.0,,0.0,0.0
06075023400,,03-06,0.9999679645049394,critical,10,0.7,Miscellaneous Investigation,0.18126924692201818,0.19999999999999998,Assault,0.09516258196404037,0.09999999999999999,Fire Report,0.09516258196404037,0.09999999999999999
06075023400,,06-09,0.9999631640291144,critical,10,0.6000000000000001,Assault,0.09516258196404048,0.1,Drug Violation,0.09516258196404048,0.1,Suspicious Occ,0.09516258196404048,0.1
06075023400,,09-12,0.9999613086920996,high,9,1.308640516739654,Other Miscellaneous,0.265022517066681,0.307915415703448,Traffic Violation Arrest,0.20621017894677263,0.230936561777586,Assault,0.1426917223464368,0.153957707851724
06075023400,,12-15,0.9999634521577548,critical,10,0.30000000000000004,Other Miscellaneous,0.09516258196404048,0.1,Traffic Collision,0.09516258196404048,0.1,Traffic Violation Arrest,0.09516258196404048,0.1
06075023400,,15-18,0.9999634521577548,critical,10,0.2,Burglary,0.09516258196404048,0.1,Other Miscellaneous,0.09516258196404048,0.1,,0.0,0.0
06075023400,,18-21,0.9999634521577548,critical,10,0.1,Motor Vehicle Theft,0.09516258196404048,0.1,,0.0,0.0,,0.0,0.0
06075023400,,21-24,0.9996759911516628,medium,8,0.0,all,0.0,0.0,,0.0,0.0,,0.0,0.0
06075045202,,00-03,0.9995804391076528,medium,8,0.4,Warrant,0.18126924692201818,0.2,Larceny Theft,0.09516258196404048,0.1,Malicious Mischief,0.09516258196404048,0.1
06075045202,,03-06,2.562991823954915e-05,low,3,0.028179271708683475,Larceny Theft,0.0048351077842702095,0.004846834733893557,Drug Offense,0.0030668282613324216,0.003071540616246499,Assault,0.0022799180381478656,0.0022825210084033614
06075045202,,06-09,0.26924819989587895,medium,5,0.2829349460039041,Fraud,0.0900008819685939,0.09431164866796804,Lost Property,0.0900008819685939,0.09431164866796804,Vandalism,0.0900008819685939,0.09431164866796804
06075045202,,09-12,1.7192586298315802e-05,low,1,0.006666666666666667,Non-Criminal,0.006644493744965563,0.006666666666666667,,0.0,0.0,,0.0,0.0
06075045202,,12-15,1.7192586298315802e-05,low,1,0.006666666666666667,Burglary,0.006644493744965563,0.006666666666666667,,0.0,0.0,,0.0,0.0
06075045202,,15-18,0.25155303289817316,medium,5,0.1,Assault,0.09516258196404048,0.1,,0.0,0.0,,0.0,0.0
06075045202,,18-21,0.11218285901005963,low,4,0.1,Burglary,0.09516258196404048,0.1,,0.0,0.0,,0.0,0.0
06075045202,,21-24,1.7192586298315802e-05,low,1,0.0,all,0.0,0.0,,0.0,0.0,,0.0,0.0
06075022803,,00-03,1.7192586298315802e-05,low,1,0.013333333333333334,Assault,0.006644493744965563,0.006666666666666667,Other Miscellaneous,0.006644493744965563,0.006666666666666667,,0.0,0.0
06075022803,,03-06,1.7192586298315802e-05,low,1,0.020000000000000004,Larceny Theft,0.013244838192804309,0.013333333333333336,Suspicious Occ,0.006644493744965563,0.006666666666666668,,0.0,0.0
06075022803,,06-09,1.7192586298315802e-05,low,1,0.027422969187675075,Larceny Theft,0.005570069915971088,0.005585640602197892,Assault,0.002858897213202871,0.0028629916654481654,Drug Offense,0.0027189458895948704,0.002722648936749726
06075022803,,09-12,0.37855466367794594,medium,5,0.2,Disorderly Conduct,0.09516258196404048,0.1,Miscellaneous Investigation,0.09516258196404048,0.1,,0.0,0.0
06075022803,,12-15,0.999718300084735,medium,8,0.2,Disorderly Conduct,0.09516258196404048,0.1,Weapons Offense,0.09516258196404048,0.1,,0.0,0.0
06075022803,,15-18,1.7192586298315802e-05,low,1,0.019915966386554622,Larceny Theft,0.0035941522081326394,0.003600626691354508,Assault,0.0021636579044386206,0.002166001994017946,Other Miscellaneous,0.0018829280962450179,0.0018847030337558752
06075022803,,18-21,0.9997832655871332,medium,8,0.1903361344537815,Assault,0.02659033169874625,0.02695024912619915,Burglary,0.02289422758001536,0.023160370342827395,Larceny Theft,0.02042236458392699,0.020633784487246225
06075022803,,21-24,0.999485349831144,medium,7,0.0,all,0.0,0.0,,0.0,0.0,,0.0,0.0
06075012601,,00-03,0.9996611181888921,medium,8,0.28445378151260503,Larceny Theft,0.03767734167431891,0.038405480886716706,Other Miscellaneous,0.03074818573684235,0.031230830611176222,Warrant,0.029110558479242377,0.029542677605166698
06075012601,,03-06,0.27049098619249234,medium,5,0.28892432730847195,Fraud,0.06968410812568004,0.07223108182711799,Larceny Theft,0.06968410812568004,0.07223108182711799,Motor Vehicle Theft,0.06968410812568004,0.07223108182711799
06075012601,,06-09,0.38629866766989746,medium,5,0.2,Fraud,0.09516258196404048,0.1,Non-Criminal,0.09516258196404048,0.1,,0.0,0.0
06075012601,,09-12,1.7192586298315802e-05,low,1,0.0292436974789916,Larceny Theft,0.006228932008116583,0.006248412743345654,Assault,0.002810643060903395,0.0028146003348403846,Other Miscellaneous,0.002445706665486158,0.0024487022913111346
06075012601,,12-15,1.7192586298315802e-05,low,1,0.006666666666666667,Warrant,0.006644493744965563,0.006666666666666667,,0.0,0.0,,0.0,0.0
